disる	でぃする
とまり直る	とまりなおる
とまり込む	とまりこむ
とまり込む	泊まり込む
とまり込む	泊り込む
とまる	とまる
とまる	止まる
とまる	泊まる
とむ	とむ
とむ	富む
とむらう	とむらう
とむらう	弔う
とめおく	とめおく
とめおく	留め置く
とめ置く	とめおく
とめ置く	留め置く
とめ置く	留置く
ともす	ともす
ともす	点す
ともなう	ともなう
ともなう	伴う
ともる	ともる
ともる	灯る
とよもす	どよもす
とらえ直す	とらえなおす
とらえ返す	とらえかえす
とらかす	とらかす
とりあう	とりあう
とりあつかう	とりあつかう
とりあつかう	取り扱う
とりいそぐ	とりいそぐ
とりいる	とりいる
とりいる	取り入る
とりおく	とりおく
とりおこなう	とりおこなう
とりおこなう	執り行う
とりおとす	とりおとす
とりおろす	とりおろす
とりかえす	とりかえす
とりかかる	とりかかる
とりかかる	取り掛かる
とりかこむ	とりかこむ
とりかこむ	取り囲む
とりかたづく	とりかたづく
とりかへす	とりかえす
とりかわす	とりかわす
とりかわす	取り交わす
とりきる	とりきる
とりくずす	とりくずす
とりくずす	取り崩す
とりくむ	とりくむ
とりくむ	取り組む
とりけす	とりけす
とりけす	取り消す
とりこす	とりこす
とりこなす	とりこなす
とりこぼす	とりこぼす
とりこぼす	取り零す
とりこむ	とりこむ
とりころす	とりころす
とりこわす	とりこわす
とりこわす	取り壊す
とりさばく	とりさばく
とりさる	とりさる
とりしきる	とりしきる
とりしきる	取り仕切る
とりしばる	とりしばる
とりしまる	とりしまる
とりしまる	取り締まる
とりし切る	とりしきる
とりし切る	取り仕切る
とりし切る	取仕切る
とりすがる	とりすがる
とりすがる	取り縋る
とりすます	とりすます
とりそこなう	とりそこなう
とりただす	とりただす
とりだす	とりだす
とりだす	取り出す
とりちらかす	とりちらかす
とりちらかる	とりちらかる
とりちらす	とりちらす
とりつく	とりつく
とりつく	取り付く
とりつくす	とりつくす
とりつくろう	とりつくろう
とりつくろう	取り繕う
とりつぐ	とりつぐ
とりつぐ	取り次ぐ
とりつぶす	とりつぶす
とりなおす	とりなおす
とりなす	とりなす
とりなす	取り成す
とりにがす	とりにがす
とりにがす	取り逃がす
とりのこす	とりのこす
とりのぞく	とりのぞく
とりのぞく	取り除く
とりはからう	とりはからう
とりはからう	取り計らう
とりはこぶ	とりはこぶ
とりはこぶ	取り運ぶ
とりはずす	とりはずす
とりはずす	取り外す
とりはなす	とりはなす
とりはらう	とりはらう
とりはらう	取り払う
とりひしぐ	とりひしぐ
とりまく	とりまく
とりまく	取り巻く
とりまわす	とりまわす
とりみだす	とりみだす
とりみだす	取り乱す
とりむすぶ	とりむすぶ
とりもつ	とりもつ
とりもつ	取り持つ
とりもどす	とりもどす
とりもどす	取り戻す
とり下ろす	とりおろす
とり下ろす	取り下ろす
とり下ろす	取下ろす
とり乱す	とりみだす
とり乱す	取り乱す
とり乱す	取乱す
とり交す	とりかわす
とり交わす	とりかわす
とり交わす	取り交わす
とり交わす	取交わす
とり仕きる	とりしきる
とり仕きる	取り仕切る
とり仕切る	とりしきる
とり仕切る	取り仕切る
とり仕切る	取仕切る
とり付く	とりつく
とり付く	取り付く
とり付く	取付く
とり入る	とりいる
とり入る	取り入る
とり入る	取入る
とり出す	とりだす
とり出す	取り出す
とり出す	取出す
とり切る	とりきる
とり切る	取り切る
とり切る	取切る
とり去る	とりさる
とり去る	取り去る
とり去る	取去る
とり合う	とりあう
とり合う	取り合う
とり合う	取合う
とり合ふ	とりあう
とり回す	とりまわす
とり回す	取り回す
とり回す	取回す
とり囲む	とりかこむ
とり囲む	取り囲む
とり囲む	取囲む
とり壊す	とりこわす
とり壊す	取り壊す
とり壊す	取壊す
とり外す	とりはずす
とり外す	取り外す
とり外す	取外す
とり尽くす	とりつくす
とり尽くす	取り尽くす
とり尽す	とりつくす
とり尽す	取り尽す
とり崩す	とりくずす
とり崩す	取り崩す
とり崩す	取崩す
とり巻く	とりまく
とり巻く	取り巻く
とり巻く	取巻く
とり急ぐ	とりいそぐ
とり急ぐ	取り急ぐ
とり急ぐ	取急ぐ
とり憑く	とりつく
とり成す	とりなす
とり成す	取り成す
とり成す	執り成す
とり戻す	とりもどす
とり戻す	取り戻す
とり戻す	取戻す
とり払う	とりはらう
とり払う	取り払う
とり払う	取払う
とり扱う	とりあつかう
とり扱う	取り扱う
とり扱う	取扱う
とり扱ふ	とりあつかう
とり拉ぐ	とりひしぐ
とり拉ぐ	取り拉ぐ
とり持つ	とりもつ
とり持つ	取り持つ
とり持つ	取持つ
とり持つ	執持つ
とり捌く	とりさばく
とり捌く	取り捌く
とり掛かる	とりかかる
とり掛かる	取り掛かる
とり掛る	とりかかる
とり掛る	取り掛かる
とり掛る	取り掛る
とり損なう	とりそこなう
とり損なう	取り損なう
とり放す	とりはなす
とり放す	取り放す
とり放す	取放す
とり散らかす	とりちらかす
とり散らかす	取り散らかす
とり散らかす	取散らかす
とり散らかる	とりちらかる
とり散らかる	取り散らかる
とり散らす	とりちらす
とり散らす	取り散らす
とり散らす	取散らす
とり次ぐ	とりつぐ
とり次ぐ	取り次ぐ
とり次ぐ	取次ぐ
とり残す	とりのこす
とり残す	取り残す
とり残す	取残す
とり殺す	とりころす
とり殺す	取り殺す
とり殺す	取殺す
とり毀す	とりこわす
とり毀す	取り毀す
とり消す	とりけす
とり消す	取り消す
とり消す	取消す
とり潰す	とりつぶす
とり潰す	取り潰す
とり潰す	取潰す
とり澄ます	とりすます
とり澄ます	取り澄ます
とり澄ます	取澄ます
とり熟す	とりこなす
とり熟す	取り熟す
とり直す	とりなおす
とり直す	取り直す
とり直す	取直す
とり糺す	とりただす
とり糺す	取り糺す
とり組む	とりくむ
とり組む	取り組む
とり組む	取組む
とり結ぶ	とりむすぶ
とり結ぶ	取り結ぶ
とり結ぶ	取結ぶ
とり継ぐ	とりつぐ
とり締まる	とりしまる
とり締まる	取り締まる
とり締る	とりしまる
とり締る	取り締まる
とり締る	取り締る
とり縋る	とりすがる
とり縋る	取り縋る
とり縛る	とりしばる
とり縛る	取り縛る
とり繕う	とりつくろう
とり繕う	取り繕う
とり繕う	取繕う
とり置く	とりおく
とり置く	取り置く
とり置く	取置く
とり落す	とりおとす
とり落す	取り落す
とり落とす	とりおとす
とり落とす	取り落とす
とり行う	とりおこなう
とり行う	執り行う
とり行う	執行う
とり行なう	とりおこなう
とり計らう	とりはからう
とり計らう	取り計らう
とり計らう	取計らう
とり越す	とりこす
とり越す	取り越す
とり越す	取越す
とり込む	とりこむ
とり込む	取り込む
とり込む	取込む
とり返す	とりかえす
とり返す	取り返す
とり返す	取返す
とり逃がす	とりにがす
とり逃がす	とりのがす
とり逃がす	取り逃がす
とり逃がす	取逃がす
とり逃す	とりのがす
とり逃す	取り逃す
とり運ぶ	とりはこぶ
とり運ぶ	取り運ぶ
とり運ぶ	取運ぶ
とり除く	とりのぞく
とり除く	取り除く
とり除く	取除く
とり離す	とりはなす
とり離す	取り離す
とり離す	取離す
とり零す	とりこぼす
とり零す	取り零す
とる	とる
とる	取る
とる	執る
とる	捕る
とる	採る
とる	摂る
とる	撮る
とる	盗る
とろかす	とろかす
とろむ	とろむ
とんがらかす	とがらかす
とんがらかす	とんがらかす
とんがらかる	とんがらかる
とんがらす	とがらす
とんがる	とがる
とんがる	とんがる
とんがる	尖んがる
とッぱらう	とりはらう
と惑う	とまどう
と惑う	戸惑う
どうづく	どうづく
どう突く	どう突く
どおす	とおす
どかす	どかす
どきつく	どきつく
どく	どく
どくす	どく
どくす	どくす 名詞派生:毒
どくす	毒す
どくづく	どくづく
どじる	どじる
どつく	ど突く
どづく	どづく
どなりこむ	どなりこむ
どなりちらす	どなりちらす
どなり合う	どなりあう
どなり散らす	どなりちらす
どなり散らす	怒鳴り散らす
どなり込む	どなりこむ
どなり込む	怒鳴り込む
どなり返す	どなりかえす
どなる	どなる
どなる	怒鳴る
どぶつく	どぶつく
どまる	とまる
どもる	どもる
どもる	吃る
どやし倒す	どやしたおす
どやす	どやす
どよむ	どよむ
どよめく	どよめく
どよもす	どよもす
どる	とる
どんでん返る	どんでんがえる
ど突く	どつく
ど突く	ど突く
ど鳴る	どなる
ど鳴る	怒鳴る
ないあわさる	ないあわさる
ないじゃくる	ないじゃくる
ない交じる	ないまじる
ない合わさる	ないあわさる
ない合わす	ないあわす
なう	なう
なう	綯う
なおす	なおす
なおす	治す
なおす	直す
なおる	なおる
なおる	治る
なおる	直る
なかす	なかす
ながしこむ	ながしこむ
ながし出す	ながしだす
ながし出す	流し出す
ながし打つ	ながしうつ
ながし打つ	流し打つ
ながし込む	ながしこむ
ながし込む	流し込む
ながす	ながす
ながす	流す
ながびく	ながびく
ながびく	長引く
ながまる	ながまる
ながめいる	ながめいる
ながめくらす	ながめくらす
ながめまわす	ながめまわす
ながめやる	ながめやる
ながめ下ろす	ながめおろす
ながめ下ろす	眺め下ろす
ながめ入る	ながめいる
ながめ入る	眺め入る
ながめ回す	ながめまわす
ながめ回す	眺め回す
ながめ暮す	ながめくらす
ながめ暮す	眺め暮す
ながめ暮らす	ながめくらす
ながめ暮らす	眺め暮らす
ながめ楽しむ	ながめたのしむ
ながめ渡す	ながめわたす
ながめ渡す	眺め渡す
ながめ返す	ながめかえす
ながめ遣る	ながめやる
ながめ遣る	眺め遣る
ながれあるく	ながれあるく
ながれこむ	ながれこむ
ながれだす	ながれだす
ながれつく	ながれつく
ながれゆく	ながれゆく
ながれわたる	ながれわたる
ながれ下る	ながれくだる
ながれ下る	流れ下る
ながれ入る	ながれいる
ながれ入る	流れ入る
ながれ出す	ながれだす
ながれ出す	流れ出す
ながれ去る	ながれさる
ながれ去る	流れ去る
