disる	でぃする
削ぎ落とす	削ぎ落とす
削ぐ	そぐ
削ぐ	削ぐ
削げだつ	そげだつ
削げだつ	削げ立つ
削げ立つ	削げ立つ
削りあう	けずりあう
削りおとす	けずりおとす
削りおとす	削り落す
削りおとす	削り落とす
削りこむ	けずりこむ
削りこむ	削り込む
削りだす	けずりだす
削りだす	削り出す
削りとる	けずりとる
削りとる	削り取る
削り倒す	けずりたおす
削り出す	けずりだす
削り去る	けずりさる
削り取る	けずりとる
削り取る	削り取る
削り合う	けずりあう
削り欠く	けずりかく
削り残す	けずりのこす
削り減らす	けずりへらす
削り落す	けずりおとす
削り落す	削り落す
削り落とす	けずりおとす
削り落とす	削り落とす
削り裂く	けずりさく
削り込む	けずりこむ
削る	けずる
削る	削る
剋つ	かつ
前倒す	前倒す
剔だす	えぐりだす
剔だす	抉り出す
剔りだす	えぐりだす
剔りだす	抉り出す
剔り出す	えぐりだす
剔り出す	抉り出す
剔る	えぐる
剔る	剔る
剔る	抉る
剔出す	えぐりだす
剔出す	抉り出す
剝がし取る	はがしとる
剝がし起こす	はがしおこす
剝がす	はがす
剝がす	剝がす
剝がれ残る	はがれのこる
剝きだす	むきだす
剝きだす	剝き出す
剝きとる	すきとる
剝きとる	剝き取る
剝き出す	むきだす
剝き出す	剝き出す
剝き取る	剝き取る
剝き開く	むきひらく
剝ぎとる	はぎとる
剝ぎとる	剝ぎ取る
剝ぎ取る	はぎとる
剝ぎ取る	剝ぎ取る
剝く	むく
剝く	剝く
剝ぐ	はぐ
剝ぐ	剝ぐ
剝げかゝる	はげかかる
剝す	はがす
剝る	剝る
剥がし取る	はがしとる
剥がし奪う	はがしうばう
剥がし起こす	はがしおこす
剥がす	はがす
剥がす	へがす
剥がれ残る	はがれのこる
剥がれ行く	はがれゆく
剥きだす	むきだす
剥き出す	むきだす
剥き取る	すきとる
剥き取る	むきとる
剥き開く	むきひらく
剥ぎとる	はぎとる
剥ぎとる	剥ぎ取る
剥ぎ去る	はぎさる
剥ぎ取る	はぎとる
剥ぎ取る	へぎとる
剥ぎ奪る	はぎとる
剥ぎ放す	はぎはなす
剥く	むく
剥ぐ	はぐ
剥け上がる	むけあがる
剥げ上がる	はげあがる
剥げ掛かる	はげかかる
剥す	はがす
剥す	剥がす
剥とる	はぎとる
剥とる	剥ぎ取る
剥り取る	へずりとる
剥る	へずる
剥取る	はぎとる
剥取る	剥ぎ取る
剪みきる	はさみきる
剪みきる	剪み切る
剪み切る	はさみきる
剪み切る	剪み切る
剪む	はさむ
剪む	剪む
剪りのぞく	きりのぞく
剪る	きる
剪る	剪る
副う	そう
副う	副う
副ふ	そう
剰す	あます
剰す	剰す
剰る	あまる
剰る	剰る
割いる	わりいる
割いる	割入る
割きとる	さきとる
割きる	わりきる
割きる	割り切る
割きる	割切る
割く	さく
割く	割く
割こむ	わりこむ
割こむ	割込む
割だす	わりだす
割だす	割り出す
割だす	割出す
割びく	わりびく
割びく	割り引く
割ふる	わりふる
割ふる	割り振る
割ふる	割振る
割もどす	わりもどす
割もどす	割り戻す
割もどす	割戻す
割りきる	わりきる
割りきる	割り切る
割りこむ	わりこむ
割りこむ	割り込む
割りさく	わりさく
割りさばく	わりさばく
割りだす	わりだす
割りだす	割り出す
割りひく	わりびく
割りひく	割り引く
割りびく	わりびく
割りびく	割り引く
割りふる	わりふる
割りふる	割り振る
割りほぐす	わりほぐす
割りもどす	わりもどす
割りもどす	割り戻す
割りわたす	わりわたす
割りわたす	割り渡す
割り入る	わりいる
割り出す	わりだす
割り出す	割り出す
割り切る	わりきる
割り切る	割り切る
割り増す	わります
割り引く	わりびく
割り引く	割り引く
割り戻す	わりもどす
割り戻す	割り戻す
割り打つ	わりうつ
割り振る	わりふる
割り振る	割り振る
割り捌く	わりさばく
割り渡す	割り渡す
割り砕く	わりくだく
割り落とす	わりおとす
割り裂く	わりさく
割り解す	わりほぐす
割り込む	わりこむ
割り込む	割り込む
割り開く	わりひらく
割る	わる
割る	割る
割れかえる	われかえる
割れかえる	割れ返る
割れひろがる	われひろがる
割れ広がる	われひろがる
割れ返る	われかえる
割れ返る	割れ返る
割わたす	わりわたす
割わたす	割渡す
割入る	割入る
割出す	わりだす
割出す	割り出す
割出す	割出す
割切る	わりきる
割切る	割り切る
割切る	割切る
割引く	わりびく
割引く	割り引く
割引く	割引く
割戻す	わりもどす
割戻す	割り戻す
割戻す	割戻す
割振る	わりふる
割振る	割り振る
割振る	割振る
割渡す	割渡す
割込む	わりこむ
割込む	割込む
創りだす	つくりだす
創り出す	つくりだす
創る	つくる
創る	創る
創造りだす	つくりだす
劃す	かくする
劃す	劃す
劃る	くぎる
劈く	つんざく
劈く	劈く
力みかえる	りきみかえる
力みかえる	力み返る
力み返る	りきみかえる
力み返る	力み返る
力む	りきむ
力む	力む
力付く	ちからづく
力付く	力付く
加え持つ	くわえもつ
加え込む	くわえこむ
加はる	くわわる
加る	くわわる
加わる	くわわる
加わる	加わる
加わわる	くわわる
劣る	おとる
劣る	劣る
助かる	たすかる
助かる	助かる
助けあう	たすけあう
助けあう	助け合う
助けおこす	たすけおこす
助けおこす	助け起こす
助けおろす	たすけおろす
助けおろす	助け下ろす
助けだす	たすけだす
助けだす	助け出す
助け下ろす	たすけおろす
助け出す	たすけだす
助け出す	助け出す
助け合う	たすけあう
助け合う	助け合う
助け守る	たすけまもる
助け押す	たすけおす
助け起こす	たすけおこす
助け起す	たすけおこす
助け返す	たすけかえす
助け運ぶ	たすけはこぶ
助け降ろす	たすけおろす
助け養う	たすけやしなう
努まる	つとまる
努め励む	つとめはげむ
劬わる	いたわる
励す	はげます
励ましあう	はげましあう
励まし合う	はげましあう
励ます	はげます
励ます	励ます
励み合う	はげみあう
励む	はげむ
励む	励む
労う	ねぎらう
労う	労う
労し去る	ろうしさる
労す	ろうす
労す	ろうする
労す	わずらわす
労る	いたわる
労る	労る
労わりあう	いたわりあう
労わり包む	いたわりつつむ
労わり合う	いたわりあう
労わり導く	いたわりみちびく
労わり思う	いたわりおもう
労わり起こす	いたわりおこす
労わる	いたわる
効かす	きかす
効く	きく
効く	効く
勃ちあがる	たちあがる
勃ち上がる	たちあがる
勃つ	たつ
勇みたつ	いさみたつ
勇みたつ	勇み立つ
勇み猛る	いさみたける
勇み立つ	いさみたつ
勇み立つ	勇み立つ
勇む	いさむ
勇む	勇む
勇気づく	ゆうきづく
勇立つ	いさみたつ
動かし去る	うごかしさる
動かし惜しむ	うごかしおしむ
動かす	うごかす
動かす	動かす
動きだす	うごきだす
動きまわる	うごきまわる
動きまわる	動き回る
動き出す	うごきだす
動き回る	うごきまわる
動き回る	動き回る
動き廻る	うごきまわる
動き止む	うごきやむ
動く	うごく
動く	動く
勘ぐる	かんぐる
勘ぐる	勘繰る
勘づく	かんづく
勘付く	かんづく
勘付く	勘付く
勘繰る	かんぐる
勘繰る	勘繰る
務まる	つとまる
務まる	務まる
勝こす	かちこす
勝こす	勝ち越す
勝こす	勝越す
勝すすむ	かちすすむ
勝すすむ	勝進む
勝たす	かたす
勝ちあがる	かちあがる
勝ちあがる	勝ち上がる
勝ちあがる	勝ち上る
勝ちこす	かちこす
勝ちこす	勝ち越す
勝ちすすむ	かちすすむ
勝ちすすむ	勝ち進む
勝ちとる	かちとる
勝ちとる	勝ち取る
勝ちぬく	かちぬく
勝ちぬく	勝ち抜く
勝ちのこる	かちのこる
勝ちのこる	勝ち残る
勝ちはなす	かちはなす
勝ちはなす	勝ち放す
勝ちほこる	かちほこる
勝ちほこる	勝ち誇る
勝ち上がる	かちあがる
勝ち上がる	勝ち上がる
勝ち上る	勝ち上る
勝ち取る	かちとる
勝ち取る	勝ち取る
勝ち急ぐ	かちいそぐ
勝ち抜く	かちぬく
勝ち抜く	勝ち抜く
勝ち放す	かちはなす
勝ち放す	勝ち放す
勝ち残る	かちのこる
勝ち残る	勝ち残る
勝ち誇る	かちほこる
勝ち誇る	勝ち誇る
勝ち越す	かちこす
勝ち越す	勝ち越す
勝ち進む	かちすすむ
勝ち進む	勝ち進む
勝つ	かつ
勝つ	勝つ
勝とる	かちとる
勝とる	勝ち取る
勝とる	勝取る
勝ぬく	かちぬく
勝ぬく	勝抜く
勝のこる	かちのこる
勝のこる	勝ち残る
勝のこる	勝残る
勝はなす	かちはなす
勝はなす	勝放す
勝ほこる	かちほこる
勝ほこる	勝ち誇る
勝ほこる	勝誇る
勝る	まさる
勝る	勝る
勝上る	勝上る
勝取る	かちとる
勝取る	勝ち取る
勝取る	勝取る
勝抜く	かちぬく
勝抜く	勝抜く
勝放す	勝放す
勝残る	かちのこる
勝残る	勝ち残る
勝残る	勝残る
勝誇る	かちほこる
勝誇る	勝ち誇る
勝誇る	勝誇る
勝越す	かちこす
勝越す	勝ち越す
勝越す	勝越す
勝進む	かちすすむ
勝進む	勝進む
勞す	ろうする
勞ふ	ねぎらう
募らす	つのらす
募らす	募らす
募る	つのる
募る	募る
勢いこむ	いきおいこむ
勢いこむ	勢い込む
勢いづく	いきおいづく
勢いづく	勢い付く
勢い付く	いきおいづく
勢い付く	勢い付く
勢い立つ	いきおいたつ
勢い込む	いきおいこむ
勢い込む	勢い込む
勢づく	いきおいづく
勢ます	勢ます
勢む	勢む
勤しむ	いそしむ
勤しむ	勤しむ
勤まる	つとまる
勤まる	勤まる
勧め招く	すすめまねく
勵まし合ふ	はげましあう
勾引かす	かどわかす
勾引かす	勾引かす
勿たいぶる	もったいぶる
勿たいぶる	勿体振る
勿たい振る	もったいぶる
勿たい振る	勿体振る
勿体ぶる	もったいぶる
勿体ぶる	勿体振る
勿体振る	もったいぶる
勿体振る	勿体振る
匂いこぼす	においこぼす
匂いこぼす	匂い零す
匂いたつ	においたつ
匂いたつ	匂い立つ
匂い立つ	においたつ
匂い立つ	匂い立つ
匂い零す	匂い零す
匂う	におう
匂う	匂う
匂ふ	におう
匂わす	におわす
匂わす	匂わす
包かくす	つつみかくす
包かくす	包隠す
包こむ	つつみこむ
包こむ	包込む
包まる	くるまる
包まる	つつまる
包まる	包まる
包みあがる	つつみあがる
包みかくす	つつみかくす
包みかくす	包み匿す
包みかくす	包み隠す
包みこむ	つつみこむ
包みこむ	包み込む
包みとる	つつみとる
包みみたす	つつみみたす
包み上がる	つつみあがる
包み匿す	包み匿す
包み取る	つつみとる
包み満たす	つつみみたす
包み直す	つつみなおす
包み被さる	つつみかぶさる
包み覆う	つつみおおう
包み込む	くるみこむ
包み込む	つつみこむ
包み込む	包み込む
包み隠す	つつみかくす
包み隠す	包み隠す
包み飾る	つつみかざる
包む	くるむ
包む	つつむ
包む	包む
包め取る	くるめとる
包込む	包込む
包隠す	包隠す
匍いこむ	はいこむ
匍いずり廻る	はいずりまわる
匍い上がる	はいあがる
匍い寄る	はいよる
匍い廻る	はいまわる
匍う	はう
匍う	這う
匐いつくばる	はいつくばる
匐いまわる	はいまわる
匐い上がる	はいあがる
匐い上る	はいのぼる
匐う	はう
匐ふ	はう
化かす	ばかす
化かす	化かす
化け表わす	ばけあらわす
化け込む	ばけこむ
化す	かす
化す	かする
化す	化す
化粧う	化粧う
化顕す	ばけあらわす
北叟笑む	ほくそえむ
区ぎる	くぎる
区ぎる	区切る
区切る	くぎる
区切る	区切る
匿う	かくまう
匿う	匿う
匿す	かくす
千ぎる	ちぎる
千ぎる	千切る
千切る	ちぎる
千切る	千切る
千切れとぶ	ちぎれとぶ
卑しむ	いやしむ
卑しむ	卑しむ
博す	はくす
博す	はくする
博す	博す
卜う	うらなう
占う	うらなう
占う	占う
印す	しるす
印す	印す
危ぶむ	あやぶむ
危ぶむ	危ぶむ
危む	あやぶむ
危惧す	きぐす
即く	つく
即す	そくす
即す	そくする
即す	即す
卷き起す	まきおこす
卷く	まく
卸す	おろす
卸す	卸す
原づく	もとづく
厭い嫌う	いといきらう
厭う	いとう
厭う	厭う
厭く	あく
厭く	厭く
去く	いく
去なす	いなす
去なす	去なす
去りゆく	さりゆく
去りゆく	去り行く
去り行く	さりゆく
去り逝く	さりゆく
去る	さる
去る	去る
参らす	まいらす
参り着く	まいりつく
参る	まいる
参る	参る
參く	いく
參る	まいる
及く	及く
及す	およぼす
及ばす	およばす
及ぶ	およぶ
及ぶ	及ぶ
及ぼしあう	およぼしあう
及ぼし合う	およぼしあう
及ぼす	およぼす
及ぼす	及ぼす
双ぶ	ならぶ
双ぶ	双ぶ
反かえる	そりかえる
反かえる	反返る
反く	そむく
反す	かえす
反す	はんす
反す	はんする
反す	反す
反っくりかえる	そっくりかえる
反っくりかえる	反っくり返る
反っくり返る	そっくりかえる
反っくり返る	反っくり返る
反っ繰り返る	そっくりかえる
反らす	そらす
反らす	反らす
反りかえる	そりかえる
反りかえる	反り返る
反りくりかえる	そりくりかえる
反りくりかえる	反りくり返る
反りくり返る	そりくりかえる
反りくり返る	反りくり返る
反り上がる	そりあがる
反り返す	そりかえす
反り返る	そりかえる
反り返る	反り返る
反る	そる
反る	反る
反返る	そりかえる
反返る	反返る
収いこむ	しまいこむ
収う	しまう
収まり込む	おさまりこむ
収まり返る	おさまりかえる
収まる	おさまる
収まる	収まる
収め取る	おさめとる
収る	おさまる
取あう	とりあう
取あう	取合う
取あつかう	とりあつかう
取あつかう	取り扱う
取あつかう	取扱う
取いそぐ	とりいそぐ
取いそぐ	取急ぐ
取いる	とりいる
取いる	取り入る
取いる	取入る
取おく	とりおく
取おく	取置く
取おろす	とりおろす
取おろす	取下ろす
取かえす	とりかえす
取かえす	取返す
取かかる	とりかかる
取かこむ	とりかこむ
取かこむ	取り囲む
取かこむ	取囲む
取かわす	とりかわす
取かわす	取り交わす
取かわす	取交わす
取きる	とりきる
取きる	取切る
取くずす	とりくずす
取くずす	取り崩す
取くずす	取崩す
取くむ	とりくむ
取くむ	取り組む
取くむ	取組む
取く啖ふ	とりくらう
取けす	とりけす
取けす	取り消す
取けす	取消す
取こす	とりこす
取こす	取越す
取こむ	とりこむ
取こむ	取込む
取ころす	とりころす
取ころす	取殺す
取こわす	とりこわす
取こわす	取り壊す
取こわす	取壊す
取さる	とりさる
取さる	取去る
取しきる	とりしきる
取しきる	取り仕切る
取しきる	取仕切る
取し切る	とりしきる
取し切る	取り仕切る
取すがる	とりすがる
取すます	とりすます
取すます	取澄ます
取だす	とりだす
取だす	取り出す
取だす	取出す
取ちらかす	とりちらかす
取ちらかす	取散らかす
取ちらす	とりちらす
取ちらす	取散らす
取っかかる	とっかかる
取っかかる	とりかかる
取っかかる	取っ掛かる
取っかかる	取っ掛る
取っくみあう	とっくみあう
取っくみあう	取っ組み合う
取っくみあう	取っ組合う
取っくむ	とっくむ
取っくむ	取っ組む
取っちらかす	とっちらかす
取っちらかす	取っ散らかす
取っちらかる	とっちらかる
取っちらかる	取っ散らかる
取っつかまる	とっつかまる
取っつかまる	取っ捕まる
取っつかまる	取っ掴まる
取っつく	とっつく
取っつく	とりつく
取っつく	取っ付く
取ってかえす	とってかえす
取ってかえす	取って返す
取ってかわる	とってかわる
取ってかわる	取って代わる
取って代わる	とってかわる
取って代わる	取って代わる
取って返す	とってかえす
取って返す	取って返す
取っはらう	とっぱらう
取っはらう	取っ払う
取っぱずす	とっぱずす
取っぱずす	とりはずす
取っぱずす	取っ外す
取っぱらう	とっぱらう
取っぱらう	とりはらう
取っぱらう	取っ払う
取っ付く	とっつく
取っ付く	とりつく
取っ付く	取っ付く
取っ外す	とりはずす
取っ外す	取っ外す
取っ払う	とりはらう
取っ払う	取っ払う
取っ捕まる	とっつかまる
取っ捕まる	取っ捕まる
取っ掛かる	とりかかる
取っ掛かる	取っ掛かる
取っ掛る	取っ掛る
取っ掴まる	取っ掴まる
取っ散らかす	取っ散らかす
取っ散らかる	とりちらかる
取っ散らかる	取っ散らかる
取っ組あう	とっくみあう
取っ組あう	取っ組合う
取っ組みあう	とっくみあう
取っ組みあう	取っ組み合う
取っ組み合う	取っ組み合う
取っ組む	とっくむ
取っ組む	とりくむ
取っ組む	取っ組む
取っ組合う	取っ組合う
取っ食らう	とりくらう
取つく	とりつく
取つく	取り付く
取つく	取付く
取つくろう	とりつくろう
取つくろう	取り繕う
取つくろう	取繕う
取つぐ	とりつぐ
取つぐ	取り次ぐ
取つぐ	取次ぐ
取つぶす	とりつぶす
取つぶす	取潰す
取なおす	とりなおす
取なおす	取直す
取なす	とりなす
取なす	取り成す
取にがす	とりにがす
取にがす	取り逃がす
取にがす	取逃がす
取のこす	とりのこす
取のこす	取残す
取のぞく	とりのぞく
取のぞく	取り除く
取のぞく	取除く
取はからう	とりはからう
取はからう	取り計らう
取はからう	取計らう
取はこぶ	とりはこぶ
取はこぶ	取り運ぶ
取はこぶ	取運ぶ
取はずす	とりはずす
取はずす	取り外す
取はずす	取外す
取はなす	とりはなす
取はなす	取放す
取はなす	取離す
取はらう	とりはらう
取はらう	取り払う
取はらう	取払う
取まく	とりまく
取まく	取り巻く
取まく	取巻く
取まわす	とりまわす
取まわす	取回す
取みだす	とりみだす
取みだす	取り乱す
取みだす	取乱す
取むすぶ	とりむすぶ
取むすぶ	取結ぶ
取もつ	とりもつ
取もつ	取り持つ
取もつ	取持つ
取もどす	とりもどす
取もどす	取り戻す
取もどす	取戻す
取らす	とらす
取りあう	とりあう
取りあう	取り合う
取りあつかう	とりあつかう
取りあつかう	取り扱う
取りいそぐ	とりいそぐ
取りいそぐ	取り急ぐ
取りいる	とりいる
取りいる	取り入る
取りおく	とりおく
取りおく	取り置く
取りおとす	とりおとす
取りおとす	取り落す
取りおとす	取り落とす
取りおろす	とりおろす
取りおろす	取り下ろす
取りかえす	とりかえす
取りかえす	取り返す
取りかかる	とりかかる
取りかかる	取り掛かる
取りかかる	取り掛る
取りかこむ	とりかこむ
取りかこむ	取り囲む
取りかわす	とりかわす
取りかわす	取り交わす
取りきる	とりきる
取りきる	取り切る
取りくずす	とりくずす
取りくずす	取り崩す
取りくむ	とりくむ
取りくむ	取り組む
取りけす	とりけす
取りけす	取り消す
取りこす	とりこす
取りこす	取り越す
取りこなす	とりこなす
取りこなす	取り熟す
取りこぼす	とりこぼす
取りこぼす	取りこぼす
取りこぼす	取り零す
取りこむ	とりこむ
取りこむ	取り込む
取りころす	とりころす
取りころす	取り殺す
取りこわす	とりこわす
取りこわす	取り壊す
取りこわす	取り毀す
取りさばく	とりさばく
取りさばく	取り捌く
取りさる	とりさる
取りさる	取り去る
取りざたす	とりざたす
取りしきる	とりしきる
取りしきる	取り仕切る
取りしばる	とりしばる
取りしばる	取り縛る
取りしまる	とりしまる
取りしまる	取り締まる
取りしまる	取り締る
取りし切る	とりしきる
取りし切る	取り仕切る
取りすかす	とりすかす
取りすがる	とりすがる
取りすがる	取りすがる
取りすがる	取り縋る
取りすます	とりすます
取りすます	取り澄ます
取りそこなう	とりそこなう
取りそこなう	取り損なう
取りただす	とりただす
取りただす	取りただす
取りただす	取り糺す
取りだす	とりだす
取りだす	取り出す
取りちらかす	とりちらかす
取りちらかす	取り散らかす
取りちらかる	とりちらかる
取りちらかる	取り散らかる
取りちらす	とりちらす
取りちらす	取り散らす
取りつく	とりつく
取りつく	取り付く
取りつくす	とりつくす
取りつくす	取り尽くす
取りつくす	取り尽す
取りつくろう	とりつくろう
取りつくろう	取り繕う
取りつぐ	とりつぐ
取りつぐ	取り次ぐ
取りつぶす	とりつぶす
取りつぶす	取り潰す
取りなおす	とりなおす
取りなおす	取り直す
取りなす	とりなす
取りなす	取りなす
取りなす	取り成す
取りにがす	とりにがす
取りにがす	取り逃がす
取りのがす	とりのがす
取りのがす	取り逃す
取りのこす	とりのこす
取りのこす	取り残す
取りのぞく	とりのぞく
取りのぞく	取り除く
取りはからう	とりはからう
取りはからう	取り計らう
取りはこぶ	とりはこぶ
取りはこぶ	取り運ぶ
取りはずす	とりはずす
取りはずす	取り外す
取りはなす	とりはなす
取りはなす	取り放す
取りはなす	取り離す
取りはらう	とりはらう
取りはらう	取り払う
取りひしぐ	とりひしぐ
取りひしぐ	取り拉ぐ
取りまく	とりまく
取りまく	取り巻く
取りまとまる	とりまとまる
取りまわす	とりまわす
取りまわす	取り回す
取りみだす	とりみだす
取りみだす	取り乱す
取りむすぶ	とりむすぶ
取りむすぶ	取り結ぶ
取りもつ	とりもつ
取りもつ	取り持つ
取りもどす	とりもどす
取りもどす	取り戻す
取り下ろす	とりおろす
取り下ろす	取り下ろす
取り乱す	とりみだす
取り乱す	取り乱す
取り亂す	とりみだす
取り交す	とりかわす
取り交わす	とりかわす
取り交わす	取り交わす
取り仕きる	とりしきる
取り仕きる	取り仕切る
取り仕切る	とりしきる
取り仕切る	取り仕切る
取り付く	とりつく
取り付く	取り付く
取り佩く	とりはく
取り入る	とりいる
取り入る	取り入る
取り出す	とりだす
取り出す	取り出す
取り切る	取り切る
取り卸す	とりおろす
取り去る	とりさる
取り去る	取り去る
取り合う	とりあう
取り合う	取り合う
取り合ふ	とりあう
取り合わす	とりあわす
取り回す	とりまわす
取り回す	取り回す
取り囲む	とりかこむ
取り囲む	取り囲む
取り壊す	とりこわす
取り壊す	取り壊す
取り外す	とりはずす
取り外す	取り外す
取り尽くす	取り尽くす
取り尽す	取り尽す
取り崩す	とりくずす
取り崩す	取り崩す
取り巻く	とりまく
取り巻く	取り巻く
取り廻す	とりまわす
取り急ぐ	とりいそぐ
取り急ぐ	取り急ぐ
取り憑く	とりつく
取り懸く	とりつく
取り成す	とりなす
取り成す	取り成す
取り戻す	とりもどす
取り戻す	取り戻す
取り払う	とりはらう
取り払う	取り払う
取り扱う	とりあつかう
取り扱う	取り扱う
取り拉ぐ	とりひしぐ
取り拉ぐ	取り拉ぐ
取り持つ	とりもつ
取り持つ	取り持つ
取り捌く	とりさばく
取り捌く	取り捌く
取り捲く	とりまく
取り掛かる	とりかかる
取り掛かる	取り掛かる
取り掛る	とりかかる
取り掛る	取り掛かる
取り掛る	取り掛る
取り揃う	とりそろう
取り損なう	取り損なう
取り放す	とりはなす
取り放す	取り放す
取り放つ	とりはなつ
取り散らかす	取り散らかす
取り散らかる	とりちらかる
取り散らかる	取り散らかる
取り散らす	とりちらす
取り散らす	取り散らす
取り替わる	とりかわる
取り構う	とりかまう
取り次ぐ	とりつぐ
取り次ぐ	取り次ぐ
取り止まる	とりとまる
取り残す	とりのこす
取り残す	取り残す
取り殺す	とりころす
取り殺す	取り殺す
取り毀す	とりこわす
取り毀す	取り毀す
取り消す	とりけす
取り消す	取り消す
取り済ます	とりすます
取り潰す	とりつぶす
取り潰す	取り潰す
取り澄す	とりすます
取り澄ます	とりすます
取り澄ます	取り澄ます
取り熟す	取り熟す
取り直す	とりなおす
取り直す	取り直す
取り着く	とりつく
取り糺す	取り糺す
取り紛らす	とりまぎらす
取り組ます	とりくます
取り組む	とりくむ
取り組む	取り組む
取り結ぶ	とりむすぶ
取り結ぶ	取り結ぶ
取り継ぐ	とりつぐ
取り締まる	とりしまる
取り締まる	取り締まる
取り締る	とりしまる
取り締る	取り締まる
取り締る	取り締る
取り縋る	とりすがる
取り縋る	取り縋る
取り縛る	とりしばる
取り縛る	取り縛る
取り繕う	とりつくろう
取り繕う	取り繕う
取り纏まる	とりまとまる
取り置く	とりおく
取り置く	取り置く
取り落す	とりおとす
取り落す	取り落す
取り落とす	とりおとす
取り落とす	取り落とす
取り行う	とりおこなう
取り行なう	とりおこなう
取り計う	とりはからう
取り計らう	とりはからう
取り計らう	取り計らう
取り誤る	とりあやまる
取り負う	とりおう
取り賄う	とりまかなう
取り賺す	とりすかす
取り越す	とりこす
取り越す	取り越す
取り込む	とりこむ
取り込む	取り込む
取り返す	とりかえす
取り返す	取り返す
取り退く	とりのく
取り逃がす	とりにがす
取り逃がす	とりのがす
取り逃がす	取り逃がす
取り逃す	とりにがす
取り進む	とりすすむ
取り運ぶ	とりはこぶ
取り運ぶ	取り運ぶ
取り降ろす	とりおろす
取り除く	とりのぞく
取り除く	取り除く
取り離す	とりはなす
取り離す	取り離す
取り零す	とりこぼす
取り零す	取り零す
取る	とる
取る	取る
取下ろす	取下ろす
取乱す	とりみだす
取乱す	取り乱す
取乱す	取乱す
取交す	とりかわす
取交す	取交す
取交わす	とりかわす
取交わす	取り交わす
取交わす	取交わす
取仕きる	とりしきる
取仕きる	取り仕切る
取仕きる	取仕切る
取仕切る	とりしきる
取仕切る	取り仕切る
取仕切る	取仕切る
取付く	とりつく
取付く	取り付く
取付く	取付く
取入る	とりいる
取入る	取り入る
取入る	取入る
取出す	とりだす
取出す	取り出す
取出す	取出す
取切る	取切る
取去る	とりさる
取去る	取去る
取合う	とりあう
取合う	取合う
取回す	とりまわす
取回す	取回す
取囲む	とりかこむ
取囲む	取り囲む
取囲む	取囲む
取圍む	とりかこむ
取壊す	とりこわす
取壊す	取り壊す
取壊す	取壊す
取外す	とりはずす
取外す	取り外す
取外す	取外す
取尽す	取尽す
取崩す	とりくずす
取崩す	取り崩す
取崩す	取崩す
取巻く	とりまく
取巻く	取り巻く
取巻く	取巻く
取廻す	とりまわす
取急ぐ	取急ぐ
取懸る	とりかかる
取成す	とりなす
取成す	取り成す
取成す	取成す
取戻す	とりもどす
取戻す	取り戻す
取戻す	取戻す
取払う	とりはらう
取払う	取り払う
取払う	取払う
取扱う	とりあつかう
取扱う	取り扱う
取扱う	取扱う
取扱ふ	とりあつかう
取拉ぐ	とりひしぐ
取持つ	とりもつ
取持つ	取り持つ
取持つ	取持つ
取捌く	とりさばく
取掛かる	とりかかる
取掛る	とりかかる
取掛る	取掛る
取損なう	取損なう
取放す	取放す
取散らかす	取散らかす
取散らかる	取散らかる
取散らす	とりちらす
取散らす	取散らす
取次ぐ	とりつぐ
取次ぐ	取り次ぐ
取次ぐ	取次ぐ
取残す	とりのこす
取残す	取残す
取殺す	とりころす
取殺す	取殺す
取毀す	とりこわす
取消す	とりけす
取消す	取り消す
取消す	取消す
取潰す	とりつぶす
取潰す	取潰す
取澄ます	とりすます
取澄ます	取澄ます
取片付く	取片付く
取直す	とりなおす
取直す	取直す
取組む	とりくむ
取組む	取り組む
取組む	取組む
取結ぶ	とりむすぶ
取結ぶ	取結ぶ
取締まる	とりしまる
取締る	取締る
取縋る	とりすがる
取縛る	取縛る
取繕う	とりつくろう
取繕う	取り繕う
取繕う	取繕う
取置く	とりおく
取置く	取置く
取落す	とりおとす
取落す	取落す
取落とす	とりおとす
取計らう	とりはからう
取計らう	取り計らう
取計らう	取計らう
取計らふ	とりはからう
取越す	とりこす
取越す	取越す
取込む	とりこむ
取込む	取込む
取返す	とりかえす
取返す	取返す
取逃がす	とりにがす
取逃がす	取り逃がす
取逃がす	取逃がす
取逃す	とりにがす
取運ぶ	とりはこぶ
取運ぶ	取り運ぶ
取運ぶ	取運ぶ
取除く	とりのぞく
取除く	取り除く
取除く	取除く
取離す	とりはなす
取離す	取離す
取零す	とりこぼす
受あう	うけあう
受あう	受合う
受かえす	うけかえす
受かえす	受返す
受かる	うかる
受かる	受かる
受けあう	うけあう
受けあう	受け合う
受けかえす	うけかえす
受けかえす	受け返す
受けこむ	うけこむ
受けこむ	受け込む
受けさす	うけさす
受けつぐ	うけつぐ
受けつぐ	受け継ぐ
受けてたつ	うけてたつ
受けてたつ	受けて立つ
受けて立つ	うけてたつ
受けとる	うけとる
受けとる	受け取る
受けながす	うけながす
受けながす	受け流す
受けもつ	うけもつ
受けもつ	受け持つ
受けもどす	うけもどす
受けもどす	受け戻す
受けわたす	うけわたす
受けわたす	受け渡す
受け出す	うけだす
受け取らす	うけとらす
受け取る	うけとる
受け取る	受け取る
受け合う	うけあう
受け合う	受け合う
受け味わう	うけあじわう
受け嗣ぐ	うけつぐ
受け引く	うけひく
受け戻す	うけもどす
受け戻す	受け戻す
受け持たす	うけもたす
受け持つ	うけもつ
受け持つ	受け持つ
受け流す	うけながす
受け流す	受け流す
